upc,name,price,stock,review_rating,review_num
99ff4cc6491e8f5c,The Mistake (Off-Campus #2),￥369.30,15,3,0
e28e330cbdf01126,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,￥320.76,15,2,0
c7b5183f4d1d4efe,The Murder of Roger Ackroyd (Hercule Poirot #4),￥376.21,15,4,0
e4c7f3487d17fd42,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,￥318.54,15,5,0
790ef197c8f236f5,The Project,￥90.85,15,1,0
209adad1015af86f,The Omnivore's Dilemma: A Natural History of Four Meals,￥325.97,15,2,0
8ec14b1576cb7cb5,The Power of Now: A Guide to Spiritual Enlightenment,￥371.44,15,2,0
a40723994f715420,Mrs. Houdini,￥258.06,15,5,0
50b8f80311b31ede,"Nightingale, Sing",￥326.56,15,1,0
cfeb1e1e0e695b58,Night Sky with Exit Wounds,￥350.19,15,1,0
31001a1210623bd4,Poems That Make Grown Women Cry,￥121.05,15,4,0
e656e280bc8edd56,Romero and Juliet: A Tragic Tale of Love and Zombies,￥315.13,15,1,0
d9c643fa1fc57bdb,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,￥350.28,15,1,0
b53db2271c9624f7,Redeeming Love,￥174.63,15,5,0
ad04ad9fc179fc5d,Secrets and Lace (Fatal Hearts #1),￥172.92,15,1,0
1c929cfd16b71907,Scarlett Epstein Hates It Here,￥371.52,15,5,0
2a70769cdc6eb8b8,Soft Apocalypse,￥222.83,15,2,0
0c27e6c3744fc14b,"Shobu Samurai, Project Aryoku (#3)",￥247.91,15,3,0
0e0dcc3339602b28,Shoe Dog: A Memoir by the Creator of NIKE,￥204.66,15,2,0
1b33663ad7b95fd8,So You've Been Publicly Shamed,￥104.33,15,2,0
ca71e72655bece85,Something More Than This,￥138.54,15,4,0
56e4f9eab2e8e674,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,￥235.03,15,3,0
c99761a700ade23f,The Argonauts,￥93.24,15,2,0
203b7f94b7d6115f,Suddenly in Love (Lake Haven #1),￥477.65,15,2,0
4aa03792b50f0b22,Little Red,￥114.91,15,3,0
29c0025455f8c585,Eureka Trivia 6.0,￥465.70,15,4,0
46c1530d7546ea6d,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",￥359.66,15,3,0
3a11bb962ff45b78,Doing It Over (Most Likely To #1),￥303.79,15,3,0
65d034adf80834b7,"Fables, Vol. 1: Legends in Exile (Fables #1)",￥355.06,15,4,0
6ffb36aaeff1c81e,Drive: The Surprising Truth About What Motivates Us,￥298.15,15,4,0
f6d967cdadc6fbd9,Done Rubbed Out (Reightman & Bailey #1),￥321.79,15,5,0
edb3097e71330040,Finders Keepers (Bill Hodges Trilogy #2),￥456.66,15,5,0
fd8585283fc7d2d7,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,￥489.33,15,4,0
d163dd6c352fbcd2,Grumbles,￥189.04,15,2,0
2f88b08bf0a0e367,First Steps for New Christians (Print Edition),￥247.40,15,1,0
116a2fdc9a45bab0,Frostbite (Vampire Academy #2),￥255.84,15,5,0
ce60436f52c5ee68,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,￥421.68,15,4,0
8585760646e3aa2a,Follow You Home,￥182.22,15,1,0
4ce91d31c1e57c33,Hollow City (Miss Peregrine’s Peculiar Children #2),￥366.66,15,1,0
c1afd71fc86bf682,Large Print Heart of the Pride,￥163.37,15,2,0
af96613fdd793a3c,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),￥91.79,15,1,0
caf4fe9311f1dc59,Modern Romance,￥241.08,15,5,0
e7469e22b5bfb3e7,The Art of War,￥284.42,15,5,0
dd047728de72ad62,The Artist's Way: A Spiritual Path to Higher Creativity,￥328.35,15,5,0
d69dd8dac66f9f84,Louisa: The Extraordinary Life of Mrs. Adams,￥143.75,15,2,0
ba54932df84e8cea,Library of Souls (Miss Peregrine’s Peculiar Children #3),￥414.26,15,5,0
efc3768127714ec3,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,￥272.99,15,3,0
ffd54178acc9a6a5,Amatus,￥431.15,15,5,0
3fb15ace50d6142b,Wild Swans,￥122.50,14,2,0
2b5054a4192e9b06,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,￥449.15,14,4,0
047097293bb4d1c0,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",￥318.54,14,4,0
024387ca4cafd5cc,You (You #1),￥372.03,14,5,0
d195e7f4ed697350,Agnostic: A Spirited Manifesto,￥106.72,15,5,0
dd5bfa6cc2c0ecc3,Zealot: The Life and Times of Jesus of Nazareth,￥210.71,14,3,0
bb8245f52c7cce8f,Amid the Chaos,￥312.06,15,1,0
3f69e667a67e54d9,Beauty Restored (Riley Family Legacy Novellas #3),￥94.78,15,2,0
05f7c6d9a4e582d3,Ayumi's Violin,￥132.06,15,2,0
d24b829be2ca81c4,Anonymous,￥399.42,15,4,0
7edc0527cf782e19,Batman: The Long Halloween (Batman),￥311.38,15,2,0
919e7cb2269a25d2,Becoming Wise: An Inquiry into the Mystery and Art of Living,￥234.00,15,2,0
7ebfa6c1bee69e1e,Amy Meets the Saints and Sages,￥157.48,15,3,0
47271d8e08b5d31c,Batman: The Dark Knight Returns (Batman),￥131.21,15,5,0
1f329c2e7d7de8bd,Big Magic: Creative Living Beyond Fear,￥262.75,15,3,0
513271dadc1322ae,Chasing Heaven: What Dying Taught Me About Living,￥322.47,15,2,0
a57b1dcbd6849222,Close to You,￥421.94,15,4,0
3b9a3b4624b7fd6d,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",￥165.76,15,3,0
88c21fcd38e2486e,Dark Notes,￥163.71,15,5,0
0651062381f0636a,The Regional Office Is Under Attack!,￥438.15,15,5,0
e98a4efa85070c2f,The Psychopath Test: A Journey Through the Madness Industry,￥307.11,15,2,0
1528279aec1f3dce,The Star-Touched Queen,￥392.59,14,5,0
012094e90a4b908d,The Rosie Project (Don Tillman #1),￥461.01,14,1,0
e88fb1c9397cfb27,The Song of Achilles,￥319.06,14,5,0
c5cb9f885d8b3621,The Wedding Pact (The O'Malleys #2),￥278.19,14,3,0
00c4543ec6bd25b4,The Songs of the Gods,￥379.45,14,5,0
e9906e2f0d189745,The Time Keeper,￥237.84,14,5,0
081305e6df719dff,The Testament of Mary,￥449.32,14,4,0
6875c5657661b2fb,The White Queen (The Cousins' War #1),￥221.04,14,5,0
08b2f71d93836313,The Wright Brothers,￥484.56,14,4,0
f0f38174a7e689a3,This Is Where It Ends,￥231.36,14,2,0
6e44bcbeac7f4360,Through the Woods,￥216.51,14,2,0
76c84daa539426e2,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",￥391.99,14,2,0
34c0d7c4ee5650af,The Year of Magical Thinking,￥367.17,14,2,0
1d6443ffba9dfd80,Twenty Yawns,￥188.36,14,2,0
aba2db9afb1469c7,Until Friday Night (The Field Party #1),￥395.07,14,2,0
dc6f688b82e42a5b,The Bane Chronicles (The Bane Chronicles #1-11),￥381.59,14,4,0
2c04320e110a14a3,Take Me with You,￥385.68,14,3,0
2d1e337aaf341858,Tastes Like Fear (DI Marnie Rome #3),￥91.20,14,1,0
0c7b9cf2b7662b65,That Darkness (Gardiner and Renner #1),￥118.75,14,1,0
1b8187fa4bf6ab05,The 14th Colony (Cotton Malone #11),￥334.75,14,1,0
923831a05c9f91f7,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,￥134.53,14,1,0
961f18db4f138211,The Secret (The Secret #1),￥233.49,15,4,0
3d76bc83c6b644c9,The Dovekeepers,￥416.14,14,1,0
847935fc68707426,The Guilty (Will Robie #4),￥117.90,14,2,0
6edacfd1f8ebb9eb,The Darkest Lie,￥301.57,14,5,0
f72f61ad6a5f12ed,The Immortal Life of Henrietta Lacks,￥346.95,14,2,0
ddc8340dabc8641b,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,￥245.43,14,3,0
a86972014275e072,The First Hostage (J.B. Collins #2),￥220.52,14,3,0
992974ba6a0536ea,The Hidden Oracle (The Trials of Apollo #1),￥445.82,14,2,0
2d88a31f325dfd3b,The Loney,￥199.62,14,1,0
4881cc53f6c8892f,The Literature Book (Big Ideas Simply Explained),￥148.69,14,3,0
6bdd909329435e80,The Power of Habit: Why We Do What We Do in Life and Business,￥144.00,14,3,0
4a1debca3135ff37,V for Vendetta (V for Vendetta Complete),￥316.50,14,4,0
f21effc079a2b38a,The Long Haul (Diary of a Wimpy Kid #9),￥375.96,14,1,0
4e812d32d64e2431,The Lucifer Effect: Understanding How Good People Turn Evil,￥88.72,14,1,0
52cf2a5933ec5d8f,The Marriage of Opposites,￥239.55,14,4,0
af58a74e4b2a23a0,Pet Sematary,￥90.09,14,3,0
71e36f33981ddb74,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",￥327.50,14,2,0
132ec5e8c984adef,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,￥187.25,14,2,0
02b74068fa98d8a4,Old School (Diary of a Wimpy Kid #10),￥100.92,14,5,0
8ecf0356a3878811,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",￥444.89,14,3,0
e34efcc824685332,Once Was a Time,￥155.94,14,2,0
aa35446aab16017f,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",￥434.14,14,5,0
31e2e2d9cca3778f,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",￥217.37,14,2,0
85b2176b3b194030,Robin War,￥407.95,14,3,0
86cbddb61ea78bb7,salt.,￥399.08,14,4,0
f9705c362f070608,See America: A Celebration of Our National Parks & Treasured Sites,￥416.91,14,3,0
830fb3967c74866d,Shtum,￥476.37,14,4,0
a6454e329f872b78,Rain Fish,￥201.07,14,3,0
3edcccc4f341fb1a,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,￥381.67,14,4,0
394f6d30cafc3edb,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",￥302.25,14,4,0
a278db6b2b09cf9f,Someone Like You (The Harrisons #2),￥450.35,14,5,0
95019eac1c0a052f,Steve Jobs,￥336.97,14,5,0
fe44cc816576c652,Still Life with Bread Crumbs,￥225.30,14,3,0
ac8e3949d284e9a9,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),￥101.43,14,5,0
4c8b7540409da4ac,Swell: A Year of Waves,￥388.84,14,1,0
6a31307a81e8f3a8,Walt Disney's Alice in Wonderland,￥110.56,14,5,0
fbb21a2f71f4d981,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",￥125.83,14,5,0
3bc89353f7e3a3cc,The Last Mile (Amos Decker #2),￥462.46,14,2,0
6b6cd77fbc91b7a6,"Hush, Hush (Hush, Hush #1)",￥401.12,14,3,0
aeff7b87a8e83ebb,I Am Pilgrim (Pilgrim #1),￥90.43,14,4,0
b8a8ff84233f0570,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,￥221.63,14,4,0
2b52334fab158861,Island of Dragons (Unwanteds #7),￥252.94,14,1,0
245e6bf08b8d2955,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",￥166.78,14,1,0
708345c9897fd7c5,Lady Midnight (The Dark Artifices #1),￥138.88,14,5,0
1174156c4a0eccaa,Let It Out: A Journey Through Journaling,￥228.54,14,5,0
24af96df0bafb925,Looking for Lovely: Collecting the Moments that Matter,￥248.59,14,5,0
adb5f51c2e2ab13f,Love Is a Mix Tape (Music #1),￥153.81,14,1,0
d512871626a5e588,Luckiest Girl Alive,￥425.09,14,3,0
a10c7515834240f3,Lowriders to the Center of the Earth (Lowriders in Space #2),￥439.43,14,2,0
5b43cae640f2338a,Luis Paints the World,￥460.24,14,3,0
727bf2b86b19ad88,My Name Is Lucy Barton,￥354.54,14,1,0
47d47155e89c8be7,More Than Music (Chasing the Dream #1),￥320.85,14,2,0
137b0b2775701e11,My Kind of Crazy,￥344.31,14,1,0
b96fc7a0ea7d4b45,Made to Stick: Why Some Ideas Survive and Others Die,￥331.43,14,5,0
caa2e5b3fb1b2d4c,Mr. Mercedes (Bill Hodges Trilogy #1),￥246.54,14,1,0
cc82685d9f49bc2c,My Mrs. Brown,￥208.84,14,3,0
92275cedf6d8ee15,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",￥459.82,14,1,0
94a958ea126cdcd5,Dear Mr. Knightley,￥95.63,14,5,0
28cf0d1c51b491e5,Cometh the Hour (The Clifton Chronicles #6),￥213.36,14,3,0
0e94a089328be4bc,Daily Fantasy Sports,￥312.06,14,1,0
4b9d9cfe0f435788,Crazy Love: Overwhelmed by a Relentless God,￥407.09,14,2,0
3c6fe637a0180b01,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),￥319.99,14,5,0
bf5de316a5e9a4ab,Doctor Sleep (The Shining #2),￥342.26,14,2,0
ad2887ce04583910,Don't Get Caught,￥472.19,14,1,0
047dfa57ba0bf638,"Eat Fat, Get Thin",￥461.27,14,2,0
a01f6d368ef64dc5,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",￥441.47,14,5,0
1d6dd0c87d90fe92,Eight Hundred Grapes,￥122.76,14,4,0
27c5968fe43cc06e,El Deafo,￥491.55,14,5,0
9eaf58b03a2779cc,Eligible (The Austen Project #4),￥231.10,14,3,0
17fb5a88180f9904,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",￥400.18,14,4,0
a2bd4ca82d908442,Every Last Word,￥396.43,14,3,0
ac4dde0d1be05de0,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",￥128.48,14,4,0
9194ae88379dbf1a,Feathers: Displays of Brilliant Plumage,￥418.44,14,3,0
eec424a84c9e4c68,God: The Most Unpleasant Character in All Fiction,￥256.18,14,5,0
